HGNC ID	Approved Symbol	Approved Name	Status	Previous Symbols	Synonyms	Chromosome	Accession Numbers	Entrez Gene ID	Ensembl Gene ID	RefSeq IDs	Vega ID	OMIM ID(supplied by OMIM)	UniProt ID(supplied by UniProt)
HGNC:1471	CAMLG	calcium modulating ligand	Approved		CAML, GET2	5q23	AF068179.1	819	ENSG00000164615	NM_001745	OTTHUMG00000129116	601118	P49069
HGNC:1472	CAMP	cathelicidin antimicrobial peptide	Approved		CAP18, FALL39, FALL-39, LL37	3p21.3	BC055089	820	ENSG00000164047	NM_004345	OTTHUMG00000133526	600474	P49913
HGNC:19946	CAMSAP1	calmodulin regulated spectrin-associated protein 1	Approved		FLJ31228, DKFZp434F195	9q34.3	AJ519841	157922	ENSG00000130559	XM_351857	OTTHUMG00000020918	613774	Q5T5Y3
HGNC:29188	CAMSAP2	calmodulin regulated spectrin-associated protein family, member 2	Approved	CAMSAP1L1	KIAA1078	1q32	AB029001	23271	ENSG00000118200	NM_203459	OTTHUMG00000035740	613775	Q08AD1
HGNC:29307	CAMSAP3	calmodulin regulated spectrin-associated protein family, member 3	Approved	KIAA1543	Nezha, PPP1R80	19p13.3-p13.2	AB040976	57662		XM_048362		612685	Q9P1Y5
HGNC:18806	CAMTA1	calmodulin binding transcription activator 1	Approved		KIAA0833	1p36.31-p36.23	AB020640	23261	ENSG00000171735	NM_015215	OTTHUMG00000001212	611501	Q9Y6Y1
HGNC:18807	CAMTA2	calmodulin binding transcription activator 2	Approved		KIAA0909	17p13.3	AB020716	23125	ENSG00000108509	NM_015099	OTTHUMG00000099417	611508	O94983
HGNC:30688	CAND1	cullin-associated and neddylation-dissociated 1	Approved		TIP120A, DKFZp434M1414, KIAA0829, TIP120	12q14		55832	ENSG00000111530	NM_018448	OTTHUMG00000169060	607727	Q86VP6
HGNC:30689	CAND2	cullin-associated and neddylation-dissociated 2 (putative)	Approved		TIP120B, KIAA0667, Tp120b	3p25.2		23066	ENSG00000144712	XM_371617	OTTHUMG00000155397	610403	O75155
HGNC:19721	CANT1	calcium activated nucleotidase 1	Approved		SHAPY, SCAN-1	17q25.3	AJ312208	124583		NM_138793		613165	Q8WVQ1
HGNC:1473	CANX	calnexin	Approved		CNX, IP90, P90	5q35	L18887	821	ENSG00000127022	NM_001024649	OTTHUMG00000130910	114217	P27824
HGNC:20040	CAP1	CAP, adenylate cyclase-associated protein 1 (yeast)	Approved		CAP	1p34.3	L12168	10487	ENSG00000131236	NM_006367	OTTHUMG00000004493		Q01518
HGNC:20039	CAP2	CAP, adenylate cyclase-associated protein, 2 (yeast)	Approved			6p22.3	BC008481	10486	ENSG00000112186		OTTHUMG00000014311		P40123
HGNC:1474	CAPG	capping protein (actin filament), gelsolin-like	Approved	AFCP	MCP	2p11.2	M94345	822	ENSG00000042493	NM_001747	OTTHUMG00000130183	153615	P40121
HGNC:1476	CAPN1	calpain 1, (mu/I) large subunit	Approved		muCANP, muCL, CANP, CANPL1	11q13	X04366	823	ENSG00000014216		OTTHUMG00000165614	114220	P07384
HGNC:1479	CAPN2	calpain 2, (m/II) large subunit	Approved		mCANP, CANPml, CANPL2	1q41-q42	J04700	824	ENSG00000162909	NM_001748	OTTHUMG00000037376	114230	P17655
HGNC:1480	CAPN3	calpain 3	Approved	LGMD2, LGMD2A	CANP3, p94, nCL-1	15q15.1	X85030	825	ENSG00000092529		OTTHUMG00000130619	114240	P20807
HGNC:1482	CAPN5	calpain 5	Approved	VRNI	nCL-3, HTRA3, ADNIV	11q14		726		NM_004055		602537	O15484
HGNC:1483	CAPN6	calpain 6	Approved		CAPNX, CalpM, CANPX	Xq23	AF029232	827	ENSG00000077274		OTTHUMG00000022203	300146	Q9Y6Q1
HGNC:1484	CAPN7	calpain 7	Approved		PalBH	3p24	AB028639	23473	ENSG00000131375	NM_014296	OTTHUMG00000129863	606400	Q9Y6W3
HGNC:1485	CAPN8	calpain 8	Approved		nCL-2	1q41		388743	ENSG00000203697	NM_001143962	OTTHUMG00000037378		A6NHC0
HGNC:1486	CAPN9	calpain 9	Approved		nCL-4, GC36	1q42.11-q42.3	AF022799	10753	ENSG00000135773	NM_006615	OTTHUMG00000037779	606401	O14815
HGNC:1477	CAPN10	calpain 10	Approved			2q37.3	AF089088	11132	ENSG00000142330	NM_023083	OTTHUMG00000133358	605286	Q9HC96
HGNC:1478	CAPN11	calpain 11	Approved			6p12	AJ242832	11131	ENSG00000137225		OTTHUMG00000014758	604822	Q9UMQ6
HGNC:13249	CAPN12	calpain 12	Approved			19q13.2	BC014027	147968	ENSG00000182472		OTTHUMG00000182525	608839	Q6ZSI9
HGNC:16663	CAPN13	calpain 13	Approved		FLJ23523	2p22-p21		92291	ENSG00000162949	NM_144575	OTTHUMG00000152053	610228	Q6MZZ7
HGNC:16664	CAPN14	calpain 14	Approved			2p23.1-p21	AC015980	440854	ENSG00000214711	NM_001145122	OTTHUMG00000152039	610229	A8MX76
HGNC:11182	CAPN15	calpain 15	Approved	SOLH		16p13.3	U85647	6650	ENSG00000103326	NM_005632	OTTHUMG00000119059	603267	O75808
HGNC:1481	CAPNS1	calpain, small subunit 1	Approved	CAPN4	CANP, CANPS, 30K, CDPS	19q13.1	X04106	826	ENSG00000126247			114170	P04632
HGNC:16371	CAPNS2	calpain, small subunit 2	Approved		MGC12536, MGC14804	16q12.2	AY052551	84290		NM_032330			Q96L46
HGNC:6743	CAPRIN1	cell cycle associated protein 1	Approved	M11S1, GPIAP1	caprin-1, RNG105	11p13	BC001731	4076	ENSG00000135387	NM_005898	OTTHUMG00000166248	601178	Q14444
HGNC:21259	CAPRIN2	caprin family member 2	Approved	C1QDC1	EEG1, FLJ22569, FLJ11391, caprin-2, RNG140	12p11	AY074491	65981	ENSG00000110888	NM_023925	OTTHUMG00000169185	610375	Q6IMN6
HGNC:1487	CAPS	calcyphosine	Approved		CAPS1, MGC126562	19p13.3	X97966	828		NM_004058		114212	Q13938
HGNC:16471	CAPS2	calcyphosine 2	Approved			12q14.1	AF251056	84698	ENSG00000180881		OTTHUMG00000152787	607724	Q9BXY5
HGNC:28375	CAPSL	calcyphosine-like	Approved		MGC26610	5p13.2	BC017586	133690	ENSG00000152611	NM_144647	OTTHUMG00000131109		Q8WWF8
HGNC:1488	CAPZA1	capping protein (actin filament) muscle Z-line, alpha 1	Approved			1p13.2	U56637	829	ENSG00000116489	NM_006135	OTTHUMG00000011769	601580	P52907
HGNC:1490	CAPZA2	capping protein (actin filament) muscle Z-line, alpha 2	Approved		CAPZ, CAPPA2	7q31.2-q31.3		830	ENSG00000198898	NM_006136	OTTHUMG00000023185	601571	P47755
HGNC:24205	CAPZA3	capping protein (actin filament) muscle Z-line, alpha 3	Approved		Gsg3, CAPPA3	12p12.3	AB053259	93661	ENSG00000177938	NM_033328	OTTHUMG00000169001	608722	Q96KX2
HGNC:1491	CAPZB	capping protein (actin filament) muscle Z-line, beta	Approved			1p36.1	U03271	832	ENSG00000077549		OTTHUMG00000002556	601572	P47756
HGNC:16394	CARD6	caspase recruitment domain family, member 6	Approved		CINCIN1	5p13.1	AF356193	84674	ENSG00000132357		OTTHUMG00000094775	609986	Q9BX69
HGNC:17057	CARD8	caspase recruitment domain family, member 8	Approved		TUCAN, KIAA0955, CARDINAL, NDPP, Dakar	19q13.33	AB023172	22900	ENSG00000105483	NM_014959	OTTHUMG00000165047	609051	Q9Y2G2
HGNC:16391	CARD9	caspase recruitment domain family, member 9	Approved			9q34	AF311287	64170	ENSG00000187796	NM_052813	OTTHUMG00000020925	607212	Q9H257
HGNC:16422	CARD10	caspase recruitment domain family, member 10	Approved		CARMA3, BIMP1	22q13.1	AF086324	29775	ENSG00000100065	NM_014550	OTTHUMG00000150592	607209	Q9BWT7
HGNC:16393	CARD11	caspase recruitment domain family, member 11	Approved		CARMA1, BIMP3	7p22	AF322641	84433	ENSG00000198286	NM_032415	OTTHUMG00000023023	607210	Q9BXL7
HGNC:16446	CARD14	caspase recruitment domain family, member 14	Approved	PSORS2	CARMA2, BIMP2	17q25.3	AF322642	79092	ENSG00000141527		OTTHUMG00000177549	607211	Q9BXL6
HGNC:33701	CARD16	caspase recruitment domain family, member 16	Approved		COP1, COP, PSEUDO-ICE	11q23		114769				615680	Q5EG05
HGNC:33827	CARD17	caspase recruitment domain family, member 17	Approved		INCA	11q22.3		440068	ENSG00000255221	NM_001007232	OTTHUMG00000166163	609490	Q5XLA6
HGNC:28861	CARD18	caspase recruitment domain family, member 18	Approved		UNQ5804, ICEBERG, pseudo-ICE	11q22.3	AY358231	59082		NM_021571		605354	P57730
HGNC:14435	CARF	calcium responsive transcription factor	Approved	ALS2CR8	FLJ21579, CaRF, NYD-SP24	2q33.3	AB053309	79800	ENSG00000138380	NM_001104586	OTTHUMG00000154528	607586	Q8N187
HGNC:17150	CARHSP1	calcium regulated heat stable protein 1, 24kDa	Approved		CRHSP-24, CSDC1	16p13.2	AF115345	23589	ENSG00000153048	NM_014316	OTTHUMG00000129695		Q9Y2V2
HGNC:25576	CARKD	carbohydrate kinase domain containing	Approved		LP3298, FLJ10769	13q34	AF151071	55739	ENSG00000213995	NM_018210	OTTHUMG00000017345	615910	Q8IW45
HGNC:23393	CARM1	coactivator-associated arginine methyltransferase 1	Approved		PRMT4	19p13.2	AF055027	10498	ENSG00000142453	XM_032719		603934	Q86X55
HGNC:23435	CARNMT1	carnosine N-methyltransferase 1	Approved	C9orf41	FLJ25795	9q21.31	AK098661	138199	ENSG00000156017	NM_152420	OTTHUMG00000020032	616552	Q8N4J0
HGNC:29268	CARNS1	carnosine synthase 1	Approved	ATPGD1	KIAA1394	11q13.1		57571	ENSG00000172508	NM_020811		613368	A5YM72
HGNC:1493	CARS	cysteinyl-tRNA synthetase	Approved		CARS1	11p15.5	AF288207	833	ENSG00000110619	NM_001751	OTTHUMG00000010927	123859	P49589
HGNC:25695	CARS2	cysteinyl-tRNA synthetase 2, mitochondrial (putative)	Approved		FLJ12118	13q34	BC007220	79587	ENSG00000134905	NM_024537	OTTHUMG00000017347	612800	Q9HA77
HGNC:24323	CARTPT	CART prepropeptide	Approved		CART	5q13.2	U16826	9607	ENSG00000164326	NM_004291	OTTHUMG00000131261	602606	Q16568
HGNC:29599	CASC1	cancer susceptibility candidate 1	Approved		LAS1, FLJ10921, PPP1R54	12p12.1	AK093102	55259	ENSG00000118307	NM_018272	OTTHUMG00000150195		Q6TDU7
HGNC:17040	CASC3	cancer susceptibility candidate 3	Approved		MLN51, BTZ	17q21.1	X80199	22794	ENSG00000108349	NM_007359	OTTHUMG00000133323	606504	O15234
HGNC:24892	CASC4	cancer susceptibility candidate 4	Approved		H63, DKFZp459F1927	15q15.1	AF103804	113201	ENSG00000166734	NM_138423	OTTHUMG00000131133		Q6P4E1
HGNC:24054	CASC5	cancer susceptibility candidate 5	Approved		D40, AF15Q14, CT29, hKNL-1, KNL1, hSpc105, PPP1R55, Spc7	15q14	AF173994	57082	ENSG00000137812	NM_144508	OTTHUMG00000166532	609173	Q8NG31
HGNC:31448	CASC10	cancer susceptibility candidate 10	Approved	C10orf114	bA418C1.3	10p12.31	BC040880	399726	ENSG00000204682	NM_001010911	OTTHUMG00000017795		Q5T4H9
HGNC:16014	CASD1	CAS1 domain containing 1	Approved		FLJ21213, FLJ21879, C7orf12	7q22	AF355594	64921	ENSG00000127995	NM_022900	OTTHUMG00000023356	611686	Q96PB1
HGNC:1497	CASK	calcium/calmodulin-dependent serine protein kinase (MAGUK family)	Approved	TNRC8	LIN2, CAGH39, FGS4	Xp11.4	AF035582	8573	ENSG00000147044	NM_003688	OTTHUMG00000021378	300172	O14936
HGNC:20879	CASKIN1	CASK interacting protein 1	Approved		KIAA1306, ANKS5A	16p13.3	AF451977	57524		NM_020764		612184	Q8WXD9
HGNC:18200	CASKIN2	CASK interacting protein 2	Approved		KIAA1139, FLJ21609, ANKS5B	17q25.1	AB032965	57513	ENSG00000177303	NM_020753	OTTHUMG00000179683	612185	Q8WXE0
HGNC:1499	CASP1	caspase 1, apoptosis-related cysteine peptidase	Approved	IL1BC	ICE	11q23	U13697	834	ENSG00000137752	NM_033292	OTTHUMG00000048072	147678	P29466
HGNC:1503	CASP2	caspase 2, apoptosis-related cysteine peptidase	Approved	NEDD2	ICH1, PPP1R57, MGC2181	7q34-q35	AK096245, BC002427, BM998653, BX537669, CB988674, U13021	835	ENSG00000106144	NM_032982	OTTHUMG00000023641	600639	P42575
HGNC:1504	CASP3	caspase 3, apoptosis-related cysteine peptidase	Approved		CPP32, CPP32B, Yama, apopain	4q34	BC016926	836	ENSG00000164305	NM_004346	OTTHUMG00000133681	600636	P42574
HGNC:1505	CASP4	caspase 4, apoptosis-related cysteine peptidase	Approved		ICE(rel)II, ICH-2, TX	11q22.2-q22.3	U25804	837	ENSG00000196954	NM_001225	OTTHUMG00000166078	602664	P49662
HGNC:1506	CASP5	caspase 5, apoptosis-related cysteine peptidase	Approved		ICE(rel)III	11q22.2-q22.3		838	ENSG00000137757	NM_004347	OTTHUMG00000048073	602665	P51878
HGNC:1507	CASP6	caspase 6, apoptosis-related cysteine peptidase	Approved		MCH2	4q25	U20536	839	ENSG00000138794	NM_001226	OTTHUMG00000131914	601532	P55212
HGNC:1508	CASP7	caspase 7, apoptosis-related cysteine peptidase	Approved		MCH3, CMH-1, ICE-LAP3	10q25	U37448	840	ENSG00000165806	NM_033338	OTTHUMG00000019076	601761	P55210
HGNC:1509	CASP8	caspase 8, apoptosis-related cysteine peptidase	Approved		MCH5, MACH, FLICE, Casp-8	2q33-q34	U60520	841	ENSG00000064012	NM_001228	OTTHUMG00000132821	601763	Q14790
HGNC:1510	CASP8AP2	caspase 8 associated protein 2	Approved		FLASH, CED-4, RIP25, FLJ11208, KIAA1315	6q15	AB037736	9994	ENSG00000118412	NM_001137667	OTTHUMG00000015212	606880	Q9UKL3
HGNC:1511	CASP9	caspase 9, apoptosis-related cysteine peptidase	Approved		MCH6, ICE-LAP6, APAF-3, PPP1R56	1p36.21	U60521	842	ENSG00000132906	NM_032996	OTTHUMG00000002256	602234	P55211
HGNC:1500	CASP10	caspase 10, apoptosis-related cysteine peptidase	Approved		MCH4	2q33-q34	U60519	843	ENSG00000003400	NM_032977	OTTHUMG00000132818	601762	Q92851
HGNC:19004	CASP12	caspase 12 (gene/pseudogene)	Approved	CASP12P1		11q22.3	AF464191	100506742	ENSG00000204403	NM_001191016	OTTHUMG00000154965	608633	Q6UXS9
HGNC:1502	CASP14	caspase 14, apoptosis-related cysteine peptidase	Approved		MICE, MGC119078, MGC119079	19p13.1		23581		NM_012114		605848	P31944
HGNC:1512	CASQ1	calsequestrin 1 (fast-twitch, skeletal muscle)	Approved	CASQ	PDIB1	1q21	S73775	844	ENSG00000143318	NM_001231	OTTHUMG00000031607	114250	P31415
HGNC:1513	CASQ2	calsequestrin 2 (cardiac muscle)	Approved		PDIB2	1p13.1	BC022288	845	ENSG00000118729	NM_001232	OTTHUMG00000011970	114251	O14958
HGNC:1514	CASR	calcium-sensing receptor	Approved	HHC, HHC1	FHH, NSHPT, GPRC2A	3q21.1	U20760	846	ENSG00000036828	NM_000388	OTTHUMG00000159491	601199	P41180
HGNC:15878	CASS4	Cas scaffolding protein family member 4	Approved	C20orf32	HEFL, HEPL	20q13.31	AJ276678	57091	ENSG00000087589	NM_020356	OTTHUMG00000032788		Q9NQ75
HGNC:1515	CAST	calpastatin	Approved			5q15	AF327443	831	ENSG00000153113	NM_173062	OTTHUMG00000128413	114090	P20810
HGNC:26002	CASZ1	castor zinc finger 1	Approved		FLJ20321, ZNF693, castor, cst, SRG	1p36.22	AK000328	54897	ENSG00000130940	NM_017766	OTTHUMG00000002035	609895	Q86V15
HGNC:1516	CAT	catalase	Approved			11p13	AY028632	847	ENSG00000121691	NM_001752	OTTHUMG00000044353	115500	P04040
HGNC:25062	CATIP	ciliogenesis associated TTC17 interacting protein	Approved	C2orf62	MGC50811	2q35	BC052750	375307	ENSG00000158428	NM_198559	OTTHUMG00000133106		Q7Z7H3
HGNC:17116	CATSPER1	cation channel, sperm associated 1	Approved		CATSPER	11q12.1	AF407333	117144	ENSG00000175294	NM_053054	OTTHUMG00000166668	606389	Q8NEC5
HGNC:18810	CATSPER2	cation channel, sperm associated 2	Approved			15q15.3	AF411817	117155	ENSG00000166762	NM_054020	OTTHUMG00000059902	607249	Q96P56
HGNC:20819	CATSPER3	cation channel, sperm associated 3	Approved		CACRC	5q31.2	AF432876	347732	ENSG00000152705	NM_178019	OTTHUMG00000129137	609120	Q86XQ3
HGNC:23220	CATSPER4	cation channel, sperm associated 4	Approved			1p35.3	BN000273	378807	ENSG00000188782	NM_198137	OTTHUMG00000003383	609121	Q7RTX7
HGNC:20500	CATSPERB	catsper channel auxiliary subunit beta	Approved	C14orf161	FLJ14298	14q32.12	AK024360	79820	ENSG00000133962	NM_024764	OTTHUMG00000171118	611169	Q9H7T0
HGNC:28598	CATSPERD	catsper channel auxiliary subunit delta	Approved	TMEM146	MGC39581	19p13.3	BC043005	257062	ENSG00000174898	NM_152784	OTTHUMG00000143036		Q86XM0
HGNC:25243	CATSPERG	catsper channel auxiliary subunit gamma	Approved	C19orf15	DKFZp434A1022, FLJ46353	19q13.1	AK128220	57828	ENSG00000099338	NM_021185	OTTHUMG00000153223	613452	Q6ZRH7
HGNC:1527	CAV1	caveolin 1, caveolae protein, 22kDa	Approved	CAV		7q31	AF125348	857	ENSG00000105974	NM_001753	OTTHUMG00000023413	601047	Q03135
HGNC:1528	CAV2	caveolin 2	Approved		CAV	7q31	AF035752	858	ENSG00000105971	NM_001233	OTTHUMG00000023414	601048	P51636
HGNC:1529	CAV3	caveolin 3	Approved		VIP-21, LGMD1C, VIP21, LQT9	3p25	AF043101	859	ENSG00000182533	NM_033337	OTTHUMG00000090519	601253	P56539
HGNC:28617	CBARP	calcium channel, voltage-dependent, beta subunit associated regulatory protein	Approved	C19orf26	MGC40084, DOS, BARP	19p13.3	BC028156	255057	ENSG00000099625	NM_152769	OTTHUMG00000180141		Q8N350
HGNC:1536	CBFA2T2	core-binding factor, runt domain, alpha subunit 2; translocated to, 2	Approved		MTGR1, ZMYND3	20q11.22	AF052210	9139	ENSG00000078699	NM_001032999	OTTHUMG00000032261	603672	O43439
HGNC:1537	CBFA2T3	core-binding factor, runt domain, alpha subunit 2; translocated to, 3	Approved		MTGR2, ZMYND4, MTG16	16q24	AF052213	863	ENSG00000129993	NM_005187	OTTHUMG00000137864	603870	O75081
HGNC:1539	CBFB	core-binding factor, beta subunit	Approved		PEBP2B	16q22.1	BC018509	865	ENSG00000067955	NM_001755	OTTHUMG00000137520	121360	Q13951
HGNC:1541	CBL	Cbl proto-oncogene, E3 ubiquitin protein ligase	Approved	CBL2	RNF55, c-Cbl	11q23.3	X57110	867	ENSG00000110395	NM_005188	OTTHUMG00000166170	165360	P22681
HGNC:1542	CBLB	Cbl proto-oncogene B, E3 ubiquitin protein ligase	Approved		RNF56, Cbl-b	3q	U26710	868	ENSG00000114423	NM_170662	OTTHUMG00000150654	604491	Q13191
HGNC:15961	CBLC	Cbl proto-oncogene C, E3 ubiquitin protein ligase	Approved		CBL-3, CBL-SL, RNF57	19q13.2	AB028645	23624	ENSG00000142273	NM_012116	OTTHUMG00000150715	608453	Q9ULV8
HGNC:21225	CBLL1	Cbl proto-oncogene-like 1, E3 ubiquitin protein ligase	Approved		HAKAI, FLJ23109, RNF188	7q22.3	AK026762	79872	ENSG00000105879	NM_024814	OTTHUMG00000154809	606872	Q75N03
HGNC:1543	CBLN1	cerebellin 1 precursor	Approved			16q12.1	M58583	869	ENSG00000102924	NM_004352	OTTHUMG00000133148	600432	P23435
HGNC:1544	CBLN2	cerebellin 2 precursor	Approved			18q22.3	BC035789	147381	ENSG00000141668	NM_182511	OTTHUMG00000132825	600433	Q8IUK8
HGNC:20146	CBLN3	cerebellin 3 precursor	Approved			14q12	AY359070	643866		XM_115232		612978	Q6UW01
HGNC:16231	CBLN4	cerebellin 4 precursor	Approved	CBLNL1	dJ885A10.1	20q13	AY358527	140689	ENSG00000054803	NM_080617	OTTHUMG00000032782	615029	Q9NTU7
HGNC:1548	CBR1	carbonyl reductase 1	Approved	CBR	SDR21C1	21q22.1		873	ENSG00000159228		OTTHUMG00000086618	114830	P16152
HGNC:1549	CBR3	carbonyl reductase 3	Approved		SDR21C2	21q22.2	AB004854	874	ENSG00000159231		OTTHUMG00000086617	603608	O75828
HGNC:25891	CBR4	carbonyl reductase 4	Approved		FLJ14431, SDR45C1	4q32.3	BC021973	84869	ENSG00000145439	NM_032783	OTTHUMG00000161025		Q8N4T8
HGNC:1550	CBS	cystathionine-beta-synthase	Approved		HIP4	21q22.3	L14577	875	ENSG00000160200	NM_000071	OTTHUMG00000086834	613381	P35520
HGNC:51829	CBSL	cystathionine-beta-synthase like	Approved			21p12		102724560	ENSG00000274276		OTTHUMG00000189375		
HGNC:17134	CBWD1	COBW domain containing 1	Approved			9p24.3	AY343911	55871	ENSG00000172785	NM_018491	OTTHUMG00000019425	611078	Q9BRT8
HGNC:17907	CBWD2	COBW domain containing 2	Approved			2q14.1	AF452722	150472	ENSG00000136682	NM_172003	OTTHUMG00000131360	611079	Q8IUF1
HGNC:18519	CBWD3	COBW domain containing 3	Approved		bA561O23.1	9q13	BC069006	445571	ENSG00000196873	NM_201453	OTTHUMG00000184383	611080	Q5JTY5
HGNC:24584	CBWD5	COBW domain containing 5	Approved			9q13	BC067803, BC082271	220869	ENSG00000147996		OTTHUMG00000013336		Q5RIA9
HGNC:31978	CBWD6	COBW domain containing 6	Approved		OTTHUMG00000066820	9q13		644019		NM_001085457			Q4V339
HGNC:31977	CBWD7	COBW domain containing 7	Approved		OTTHUMG00000067194	9p12		728013	ENSG00000215126	XM_001717050	OTTHUMG00000067194		A6NM15
HGNC:1551	CBX1	chromobox homolog 1	Approved		HP1Hs-beta, M31, MOD1, CBX, HP1-BETA	17q21.32	U35451	10951	ENSG00000108468	NM_006807	OTTHUMG00000150417	604511	P83916
HGNC:1552	CBX2	chromobox homolog 2	Approved	CDCA6	MGC10561	17q25.3	BC004252, BG354579	84733	ENSG00000173894	NM_032647		602770	Q14781
HGNC:1553	CBX3	chromobox homolog 3	Approved		HP1Hs-gamma	7p15.2	U26312	11335	ENSG00000122565	NM_007276	OTTHUMG00000022911	604477	Q13185
HGNC:1554	CBX4	chromobox homolog 4	Approved		hPC2, PC2, NBP16	17q25.3	AF013956	8535	ENSG00000141582	NM_003655	OTTHUMG00000150415	603079	O00257
HGNC:1555	CBX5	chromobox homolog 5	Approved		HP1Hs-alpha, HP1, HP1-ALPHA	12q13.13	U26311	23468	ENSG00000094916	NM_012117		604478	P45973
HGNC:1556	CBX6	chromobox homolog 6	Approved			22q13.1		23466	ENSG00000183741	NM_014292	OTTHUMG00000150456		O95503
HGNC:1557	CBX7	chromobox homolog 7	Approved			22q13.1		23492	ENSG00000100307	NM_175709	OTTHUMG00000150418	608457	O95931
HGNC:15962	CBX8	chromobox homolog 8	Approved		RC1, HPC3, PC3	17q25.3	AF174482	57332	ENSG00000141570	NM_020649	OTTHUMG00000150416		Q9HC52
HGNC:1307	CBY1	chibby homolog 1 (Drosophila)	Approved	C22orf2, PGEA1	PIGEA14, PIGEA-14, Chibby, Cby	22q12	BK005534	25776	ENSG00000100211	NM_015373	OTTHUMG00000150990	607757	Q9Y3M2
HGNC:33278	CBY3	chibby homolog 3 (Drosophila)	Approved			5q35.3		646019	ENSG00000204659	XM_936994	OTTHUMG00000163163		A6NI87
HGNC:30237	CC2D1A	coiled-coil and C2 domain containing 1A	Approved		FLJ20241, MRT3	19p13.12	AF536205	54862		NM_017721		610055	Q6P1N0
HGNC:29386	CC2D1B	coiled-coil and C2 domain containing 1B	Approved		KIAA1836	1p32.3	AB058739	200014	ENSG00000154222	NM_032449	OTTHUMG00000008102		Q5T0F9
HGNC:29253	CC2D2A	coiled-coil and C2 domain containing 2A	Approved		KIAA1345, MKS6, JBTS9	4p15.33	AB037766, EU450799	57545	ENSG00000048342	NM_001080522	OTTHUMG00000160255	612013	Q9P2K1
HGNC:31666	CC2D2B	coiled-coil and C2 domain containing 2B	Approved	C10orf130	bA248J23.4	10q23.33	BC075861	387707	ENSG00000188649	NM_001001732	OTTHUMG00000018820		Q6DHV5
HGNC:24236	CCAR1	cell division cycle and apoptosis regulator 1	Approved		FLJ10590, CARP-1, CARP1	10q22.1	AY249140	55749	ENSG00000060339	NM_018237	OTTHUMG00000018361	612569	Q8IX12
HGNC:23360	CCAR2	cell cycle and apoptosis regulator 2	Approved	KIAA1967	DBC-1, DBC1, NET35	8p22	AL834351	57805		NM_021174		607359	Q8N163
HGNC:29426	CCBE1	collagen and calcium binding EGF domains 1	Approved		FLJ30681, KIAA1983	18q21.32	AB075863	147372		NM_133459		612753	Q6UXH8
HGNC:1564	CCBL1	cysteine conjugate-beta lyase, cytoplasmic	Approved		KATI, GTK	9q34.11	Y17448	883	ENSG00000171097		OTTHUMG00000020767	600547	Q16773
HGNC:33238	CCBL2	cysteine conjugate-beta lyase 2	Approved		RBM1, RP11-82K18.3, KAT3	1p22.2	AF091090	56267	ENSG00000137944	NM_001008661	OTTHUMG00000010617	610656	Q6YP21
HGNC:23813	CCDC3	coiled-coil domain containing 3	Approved		DKFZp761F241	10p14	BC051334	83643	ENSG00000151468	NM_031455	OTTHUMG00000017689		Q9BQI4
HGNC:18782	CCDC6	coiled-coil domain containing 6	Approved	TST1, D10S170	PTC, TPC, H4	10q21.2	S72869	8030	ENSG00000108091	NM_005436	OTTHUMG00000018284	601985	Q16204
HGNC:26533	CCDC7	coiled-coil domain containing 7	Approved	C10orf68	FLJ32762, FLJ13031, BIOT2	10p11.23	BC022020	79741	ENSG00000216937	NM_145023	OTTHUMG00000150517		Q96M83
HGNC:25367	CCDC8	coiled-coil domain containing 8	Approved		DKFZp564K0322, 3M3, PPP1R20	19q13.33	BC025243	83987	ENSG00000169515	NM_032040	OTTHUMG00000162348	614145	Q9H0W5
HGNC:24560	CCDC9	coiled-coil domain containing 9	Approved		DKFZP586M1019	19q13.33	AL050284	26093		NM_015603			Q9Y3X0
